date,BTC_0.5,ETH_0.5,BNB_0.5,XRP_0.5,HEX_0.5,ADA_0.5,DOGE_0.5,SOL_0.5
2023-03-08,22118.0771484375,1552.0372314453125,286.93096923828125,0.3765207380056381,0.06445526704192162,0.3274470865726471,0.07307599484920502,19.932650566101074
2023-03-09,22018.529296875,1542.3880004882812,285.9659881591797,0.37381310760974884,0.06410827860236168,0.3249545395374298,0.07239564508199692,19.702896118164062
2023-03-10,21932.3623046875,1533.2639770507812,284.71205139160156,0.37209808826446533,0.06361802667379379,0.32279299199581146,0.07168246433138847,19.545223236083984
2023-03-11,21919.7314453125,1531.69287109375,285.2215881347656,0.37128040194511414,0.06366422772407532,0.32282616198062897,0.07151999324560165,19.526885986328125
2023-03-12,21836.5712890625,1524.4326782226562,284.10260009765625,0.36941535770893097,0.06299615278840065,0.3205648511648178,0.07110454514622688,19.38023853302002
2023-03-13,21790.08984375,1518.822509765625,285.2782287597656,0.371077224612236,0.06297937780618668,0.3195796608924866,0.07133597135543823,19.302231788635254
2023-03-14,21681.35546875,1508.0026245117188,283.9093933105469,0.37005162239074707,0.062421781942248344,0.31760498881340027,0.07143004983663559,19.144426345825195
2023-03-15,21709.3583984375,1511.3558959960938,285.00567626953125,0.3703378587961197,0.06264466792345047,0.31770849227905273,0.07156918942928314,19.07481288909912
2023-03-16,21609.2412109375,1503.2059936523438,285.46766662597656,0.37148845195770264,0.06248326413333416,0.3166678696870804,0.07218923419713974,19.049113273620605
2023-03-17,21667.76953125,1503.4965209960938,286.5342102050781,0.37310895323753357,0.06257176026701927,0.31650273501873016,0.07256829738616943,19.053656578063965
2023-03-18,21686.0078125,1510.474365234375,288.769775390625,0.3754108250141144,0.06308015435934067,0.3181341141462326,0.0728626623749733,19.300116539001465
2023-03-19,21591.607421875,1499.552490234375,288.8211364746094,0.3752928376197815,0.062263716012239456,0.31619730591773987,0.07330216467380524,19.20140266418457
2023-03-20,21554.361328125,1495.6521606445312,288.7807159423828,0.37585918605327606,0.06232805922627449,0.31553953886032104,0.07384441047906876,19.00890350341797
2023-03-21,21567.9462890625,1497.5902709960938,291.6020050048828,0.3790358155965805,0.06288297101855278,0.31598569452762604,0.07425602152943611,19.090867042541504
2023-03-22,21494.044921875,1491.4655151367188,289.3372802734375,0.37757593393325806,0.062367161735892296,0.31399567425251007,0.07385535910725594,18.891340255737305
2023-03-23,21497.1103515625,1492.0674438476562,291.3990478515625,0.378375843167305,0.062360016629099846,0.31477342545986176,0.07447805628180504,18.944838523864746
2023-03-24,21432.005859375,1480.803955078125,291.0041046142578,0.37909844517707825,0.06233384273946285,0.3140268921852112,0.07430082559585571,18.89564323425293
2023-03-25,21448.193359375,1481.656005859375,291.2000274658203,0.38056711852550507,0.062499599531292915,0.3149919807910919,0.07453176379203796,19.008094787597656
2023-03-26,21540.53515625,1486.8659057617188,293.2043762207031,0.3812311291694641,0.06262597814202309,0.315909668803215,0.07541399076581001,19.015594482421875
2023-03-27,21393.3974609375,1476.2737426757812,292.28514099121094,0.38082583248615265,0.0623936727643013,0.31300088763237,0.07486941292881966,18.852002143859863
2023-03-28,21388.2958984375,1480.1123657226562,294.6296691894531,0.38447071611881256,0.0626201182603836,0.3141510337591171,0.07579810172319412,18.980676651000977
2023-03-29,21339.4287109375,1475.5127563476562,294.4528503417969,0.38227488100528717,0.0621335506439209,0.31265372037887573,0.07586664333939552,18.805160522460938
2023-03-30,21435.662109375,1478.000732421875,293.71380615234375,0.38033488392829895,0.06215307302772999,0.31131331622600555,0.07534055411815643,18.67518138885498
2023-03-31,21270.9462890625,1466.787109375,294.37213134765625,0.3806590437889099,0.061796192079782486,0.310658723115921,0.07562857493758202,18.63936424255371
2023-04-01,21132.71875,1452.2493896484375,295.2311096191406,0.3802589327096939,0.0614925567060709,0.3097892254590988,0.07621113583445549,18.547030448913574
2023-04-02,21157.5,1454.6990356445312,295.5835876464844,0.3813573569059372,0.061522653326392174,0.30965153872966766,0.0758894681930542,18.51584815979004
2023-04-03,21255.373046875,1466.054931640625,298.3381652832031,0.38444557785987854,0.0625675804913044,0.31112849712371826,0.07699911668896675,18.629687309265137
2023-04-04,21159.6748046875,1454.338134765625,295.7756042480469,0.3823241740465164,0.0615706741809845,0.308438703417778,0.07703059166669846,18.292576789855957
2023-04-05,21188.87109375,1459.6747436523438,296.60154724121094,0.38215917348861694,0.06143752858042717,0.30856965482234955,0.07672169059515,18.378549575805664
2023-04-06,21153.2158203125,1451.576904296875,295.50340270996094,0.3819781541824341,0.06162220239639282,0.30752409994602203,0.07597938179969788,18.256404876708984
