date,BTC_0.5,ETH_0.5,BNB_0.5,XRP_0.5,HEX_0.5,ADA_0.5,DOGE_0.5,SOL_0.5
2023-03-08,22220.136296237142,1573.3021945127032,289.50200514484516,0.37985964079407697,0.06640996568173041,0.3265341193007515,0.0734429571027974,20.1174827080091
2023-03-09,22182.245741543775,1559.1545993793525,289.4401497773639,0.3782933441985814,0.06648011472718018,0.3228423911055621,0.0728937903703406,19.716527001816228
2023-03-10,22239.46785891745,1568.9340671485802,291.2256010201181,0.38087604856627255,0.06743605893677107,0.32189312444903717,0.073007351185016,19.576725961192032
2023-03-11,22240.58704848334,1583.7389572867564,292.4549139103253,0.3806079919101554,0.06733035081778478,0.3181033233264825,0.07216411901050565,19.363610730850837
2023-03-12,22275.569746418747,1588.1354984268073,293.21547509442587,0.38287829088586267,0.06789224748278927,0.3172367564158625,0.07221788996300824,19.154308078914955
2023-03-13,22104.547333203343,1567.5349265417165,292.045036376903,0.3781283666682612,0.06734912854491992,0.31072980532365774,0.0709771462362698,18.579469174464453
2023-03-14,22108.555695742347,1579.247723148381,291.511032447125,0.3790848197651485,0.06737451941434656,0.3088134418843287,0.07069170485885248,18.430932453130268
2023-03-15,22116.57297297952,1583.8161283640052,287.4680062744112,0.37875824489961163,0.06767051647519465,0.3034152237709225,0.06908645889623423,18.170361618333587
2023-03-16,22137.530342371054,1586.15733266711,290.30781925671175,0.3804848133690584,0.0684707498468512,0.30129119475890126,0.06892694788584622,17.9535623788779
2023-03-17,22080.550531751913,1578.5256821180974,289.4174329562852,0.37869865190122476,0.06811233833090222,0.29821374414024515,0.06865961412758445,17.609971830585305
2023-03-18,22071.04830515377,1586.711656695495,288.24145133213005,0.37875339553538145,0.06828496858865213,0.2974735640776965,0.0674945116979239,17.23018750275714
2023-03-19,22027.825122817674,1585.4433260401117,286.6984935282657,0.37801348457959005,0.06807559906546032,0.2891557008310748,0.06611854414083723,17.060676715097376
2023-03-20,22051.221662160056,1590.677839581825,287.43124726818564,0.37905523737411695,0.06888546118333219,0.2884728806842937,0.06647287821633706,16.756561230711455
2023-03-21,22057.617068050196,1597.8595857082594,289.94004500542593,0.37915720546907417,0.06885243239541125,0.28764475061841127,0.0669038759606527,16.52538689416818
2023-03-22,22102.716448412793,1606.1997682122578,294.0680066804456,0.38100495866868517,0.06947339978006198,0.28626181129869777,0.06718254961264947,16.44126551848253
2023-03-23,22150.742538683462,1603.1916812124389,292.5513815288947,0.382247489561772,0.07065835617982072,0.27654655747797163,0.06449402797904695,16.10416076381147
2023-03-24,22021.642649985763,1602.1365111814748,282.7544093883936,0.37956000381151406,0.07017654009395126,0.27206361313929317,0.0626699839619502,15.794229044852276
2023-03-25,22085.894915456054,1610.3470971023694,278.7305963706442,0.38066591589205967,0.07074234200327363,0.27323802773283906,0.06282895434802063,15.65903488632317
2023-03-26,22053.742580777085,1609.1729258895475,286.0609034184391,0.3810430585891298,0.07010610156189892,0.2719338240696016,0.06361173680035004,15.42067350719981
2023-03-27,22072.653913487447,1616.1614649603007,286.28557388521295,0.3813651247356309,0.07205227856141504,0.2694743234199397,0.06326772987798764,15.234795445883671
2023-03-28,22065.011432900304,1618.0198909690967,289.5884789181602,0.3812198680077755,0.07145907311364444,0.2654032917364774,0.062099701518159425,14.952946548692093
2023-03-29,22087.834631487898,1624.6267029842775,280.1493151569504,0.38190804295683967,0.0708936639675941,0.2585562901936279,0.06073519776690899,14.519131703678429
2023-03-30,22023.689914019655,1624.1019942716425,287.7423744037874,0.38025453433478085,0.07164191941615078,0.26335062816646637,0.06173305617990371,14.513424915293204
2023-03-31,22023.82926246025,1627.5017489777592,281.68988183202885,0.3820422532208315,0.07226066761300926,0.25584360905008824,0.05988781864809366,14.23862425303029
2023-04-01,21917.069507506458,1618.7298376622552,281.3994099493287,0.3790155986250448,0.07211616551231909,0.2540943680608745,0.05967664447206013,13.882216828213187
2023-04-02,21886.586155440873,1618.0132121387555,283.14919654473687,0.377573715170977,0.07236694048433993,0.24898513341055623,0.05905061272220319,13.943400652666398
2023-04-03,21949.616221339376,1622.2299684885484,273.9400367007562,0.3796317153290045,0.07265684713791498,0.24564574788211646,0.056812783672959416,13.770931235169485
2023-04-04,21800.616269717968,1613.2450030763518,258.85940920599717,0.3759104556346303,0.07216679036010178,0.23743833894562488,0.05509377347125922,13.353643612694505
2023-04-05,21682.875381263228,1611.3855762320427,272.26750379977295,0.3733675451134978,0.07121838228655354,0.2381215386740304,0.05553720973292941,13.342922473319607
2023-04-06,21673.827337417897,1616.8769482284301,273.13525311920273,0.37417289535225084,0.07127975095270002,0.2385642688082504,0.05471942879191284,12.740463366781578
